帆立,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ホタテ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ほたて,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
餅米,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
もち米,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
オマール海老,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
オマールエビ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
オマールえび,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
もちもち,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
コメ酢,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
米酢,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
火通り,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ケンサキイカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
けんさきいか,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
剣先烏賊,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
剣先イカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
九条ネギ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
黒ムツ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
クロムツ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
くろむつ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
シメサバ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
しめ鯖,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
締め鯖,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
エントランス,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
インターコンチネンタル,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ジャンクション,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
高級魚,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
車えび,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
フワッフワ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ふわっふわ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
よろにく,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
きた福,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
フォトジェニック,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
サイトウ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
しまだ鮨,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ボタン海老,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ボタンえび,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
六本木,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
マナガツオ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
まながつお,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
とびこ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ばらちらし,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
バラちらし,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
かわはぎ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白海老,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白エビ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
金目鯛,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
金目ダイ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
他店,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
まぐろ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
縞鯵,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
シマアジ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
しまあじ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ときしらず,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ズワイガニ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
砂ズリ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
砂ずり,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すなずり,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ネコバス,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
桜でんぶ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
さくらでんぶ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ずわい蟹,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ズワイ蟹,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ずわいがに,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
おはぎ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
湯霜仕立て,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
湯霜造り,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
昆布締め,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
こぶじめ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すし通,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
寿司通,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
鮨通,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
麻布十番,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
週刊誌,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
長者番付,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
文春砲,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
宣伝費,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤酢,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白酢,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
職人芸,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
薫香,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
燻香,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
つばめうお,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ツバメウオ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
てんじくだつ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
めいちだい,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
メイチダイ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤むつ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
稲わら,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
稲藁,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ふえだい,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
目鯛,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
石なぎ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ゴマサバ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すじこ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
筋子,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
トロタク,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
トロたく,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
とろたく,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
料理長,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
佐渡島,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
浪人鯵,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ロウニンアジ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
とり貝,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
鳥貝,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
トリガイ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
姫鯛,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ヒメダイ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ひめだい,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ミンク鯨,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ミンククジラ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
胡麻鯖,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白甘鯛,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
シロアマダイ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ネギトロ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
キャラメルアイス,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
蛸卵漬け,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ぬぬけ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
稲藁,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
根室,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
香りつけ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
やなぎたこ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ヤナギタコ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤雲丹,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤海胆,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
アカウニ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
キタムラサキウニ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
真つぶ貝,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
まつぶ貝,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
くろむつ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
クロムツ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
黒ムツ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
メヒカリ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
甘エビ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
甘えび,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
甘海老,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
本まぐろ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
本マグロ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
大トロ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
なめろう,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すみいか,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すみイカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
スミイカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
実かけ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
隠し包丁,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
飯屋,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
オニオンソテー,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白子和え,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
猫バス,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ねこバス,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
お好み,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
西洋人,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
新物,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
土佐煮,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
腹身,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
はらみ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
さわら,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
袖庵焼き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
アオリいか,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
アオリイカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
泥障イカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
泥障烏賊,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
メジマグロ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
めじまぐろ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
めじマグロ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
中トロ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
大トロ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
玉子焼き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
干瓢巻き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
かんぴょう巻き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ざぎん,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ザギン,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
シースー,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
しーすー,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
